,name,number_reviews,rating,address,city
658,La Bodegueta Provença,695,4.0,Carrer de Provença 233  Barcelona,Barcelona
659,Casa Mari y Rufo,390,4.0,Carrer freixures 11  Barcelona,Barcelona
660,Restaurante Mexicano Chilam Balam,301,3.5,Carrer  Industria 156 Barcelona,Barcelona
661,Nomm,337,4.5,Av del Paral lel 130  Barcelona,Barcelona
662,Restaurante El Rincon Maya,209,4.0,Valencia 183 Barcelona,Barcelona
663,Eva & Olga of Evohé Barcelona,92,5.0, Cataluña Barcelona,Barcelona
664,El Foro,1110,4.0,Carrer de La Princesa 53 Barcelona,Barcelona
665,Deja Burg,211,4.5,Corcega 216 Barcelona,Barcelona
666,Arenal Restaurant,719,3.5,Passeig Maritim La Barceloneta s n Barcelona,Barcelona
667,El Rey de la Gamba-2,1842,3.5,Paseo Joan Borbo 46 48  Barcelona,Barcelona
668,La Bodegueta,828,4.0,Rambla de Catalunya 100  Barcelona,Barcelona
669,Oishii Ramen Street,276,4.0,Ronda Sant Pere 26 Barcelona,Barcelona
670,GatBlau Restaurant,302,4.5,Carrer  Comte Borrell 122  Barcelona,Barcelona
671,Opium Barcelona,860,3.5,Paseo Maritimo de la Barceloneta 34 Barcelona,Barcelona
672,CDLC Barcelona,1085,4.0,Passeig Maritim 32  Barcelona,Barcelona
673,Yatai,246,4.0,Comte D urgell 112  Barcelona,Barcelona
674,Surya Pau Claris,663,4.0,Carrer Pau Claris 92  Barcelona,Barcelona
675,Restaurante Bodega Sepulveda,406,4.0,Sepulveda 173 Barcelona,Barcelona
676,Moments,718,4.5,Passeig de Gràcia Barcelona,Barcelona
677,Soda Bus,263,4.5,Carrer d Aribau 150 Barcelona,Barcelona
678,Rasoi,324,4.5,Carrer  Londres 63  Barcelona,Barcelona
679,99 Sushi Bar - Barcelona,168,4.0,Carrer del Tenor Viñas 4 Barcelona,Barcelona
680,Morelia restaurant,523,4.0,Plaza comercial 7 Barcelona,Barcelona
681,Lab Restaurant,278,5.0,Carrer de Rossend Arús 12  Barcelona,Barcelona
682,Taquerías Tamarindo,425,4.0,Carrer de Aragó 236  Barcelona,Barcelona
683,Bar Calders,348,4.0,Carrer  Parlament 25  Barcelona,Barcelona
684,König Barcelona Born,350,4.0,Carrer de la Fusina 3 Barcelona,Barcelona
685,Salitre Barcelona,107,4.5,Carrer de Llull 169 Barcelona,Barcelona
686,La Taberna del Cobre,728,4.0,Carrer  Argenteria 53 Barcelona,Barcelona
687,Restaurant Cal Boter,543,4.0,Carrer Tordera 62 Barcelona,Barcelona
688,Terra d'Escudella,278,4.0,Premia 20 baixos Barcelona,Barcelona
689,El Pebrot i El Petit Cargol,244,4.0,Carrer  ALCOLEA 18  Barcelona,Barcelona
690,Tapes Barcelona,234,4.5,Carrer Ample 46  Barcelona,Barcelona
691,Bubo Born,1066,4.0,Caputxes 10 Barcelona,Barcelona
692,Gandhi Restaurant,339,3.5,Carrer Balmes 21  Barcelona,Barcelona
693,Kubik,751,3.0,Las Ramblas 45 Barcelona,Barcelona
694,Gaudim,1121,4.5,Carrer Aragó 231 Barcelona,Barcelona
695,Bo de B,769,4.5,Carrer  Fusteria 14 cantonada Merce  Barcelona,Barcelona
696,MEXCLA Tapas y Cocteleria Mexicana,324,4.0,Carrer de Ramon y Cajal 35  Barcelona,Barcelona
697,La Trini,366,4.0,Carrer  Verdi 30 Barcelona,Barcelona
698,Bun Bo Raval,391,4.0,Carrer  Sagristans 3 Barcelona,Barcelona
699,Petritxol Cafe,702,4.5,Carrer  Petritxol 11 Barcelona,Barcelona
700,Pan & Oli,206,4.5,Galileu 30  Barcelona,Barcelona
701,LeccaBaffi,378,4.5,Valencia 341  Barcelona,Barcelona
702,El Filete Ruso,585,4.0,Carrer  Enric Granados 95 Barcelona,Barcelona
703,Pudding Barcelona,278,3.5,Avda Diagonal 515 Barcelona,Barcelona
704,Caravelle,829,4.5,Pintor Fortuny 31  Barcelona,Barcelona
705,Zarautz Taberna Vasca,820,4.5,Carrer  Elisi 13 Barcelona,Barcelona
706,VULCANUS Pizza,256,4.5,Carrer  Entença 64  Barcelona,Barcelona
707,La Fitora,446,3.0,Moll de Gregal 18   19 Barcelona,Barcelona
708,Baluard Barceloneta,354,4.5,Carrer de Provença 279 Barcelona,Barcelona
709,Tomasso - New York Pizza,320,4.5,Carrer de Londres 93  Barcelona,Barcelona
710,Hungaryto,411,4.5,Arago 353 Barcelona,Barcelona
711,Pizzería Bar Ottantotto,276,5.0,Passatge d Utset 2 Barcelona,Barcelona
712,Rio Dragon,170,4.5,Carrer de l oblit 3 Barcelona,Barcelona
713,Oma Bistro,394,4.5,Carrer Del Consell de Cent 227 Barcelona,Barcelona
714,Aguaribay,296,4.5,Carrer del Taulat 95  Barcelona,Barcelona
715,La Plassohla,849,4.5,Via Laetana 49 Barcelona,Barcelona
716,La Cua Curta,222,4.0,Carrer de la Carassa s n Barcelona,Barcelona
717,Catalunya Restaurante,1270,4.5,Carrer  Avinyo 42  Barcelona,Barcelona
718,La Vespa Burger Bar,366,4.0,Torrent de l Olla 99  Barcelona,Barcelona
719,Restaurante Feroz,448,3.5,Carrer Tuset 27 Barcelona,Barcelona
720,La pizza del Sortidor,257,4.5,Blasco de Garay 46  Barcelona,Barcelona
721,Txokoa Barcelona,165,4.0,Carrer de Déu i Mata 146 Barcelona,Barcelona
722,Somodo,389,4.5,Carrer de Ros de Olano 11  Barcelona,Barcelona
723,La  Nueva  Marquesa,381,4.5,Carrer Pintor Tapiro 10 Barcelona,Barcelona
724,Taverna hofmann,431,4.5,Carrer de Girona 145 Barcelona,Barcelona
725,TocaTeca,411,4.5,Carrer  Garcilaso 172 Barcelona,Barcelona
726,Pasa Tapas,546,4.5,Carrer  Doctor Aiguader 6  8 Barcelona,Barcelona
727,La Bodega,320,4.0,Plaça de Molina 2 Barcelona,Barcelona
728,Braseria El Glop,554,4.0,Casp 21 Barcelona,Barcelona
729,Taller de Tapas - Josep Oriol,1777,4.0,Plaza Sant Josep Oriol 9  Barcelona,Barcelona
730,Obama,742,4.0,Gran Via de les Corts Catalanes 603 Barcelona,Barcelona
731,Krampus,244,4.0,Saragossa 89 Barcelona,Barcelona
732,El All i Oli,204,3.5,Carrer  Alella 3  Barcelona,Barcelona
733,Gelatomania Barcelona,81,4.5,Avenida de Mistral 64 Barcelona,Barcelona
734,Ovante,202,4.5,Passeig de Fabra I Puig 95 Barcelona,Barcelona
735,Timesburg Poblenou,632,4.0,Carrer  Pujades 168  Barcelona,Barcelona
736,Gelateria Gocce di Latte,404,4.5,Pla de Palau  Barcelona,Barcelona
737,Cremeria Toscana,205,4.5,Carrer Muntaner 161 Barcelona,Barcelona
738,THAI THAI BCN,338,4.0,Carrer  VILLARROEL 68 Barcelona,Barcelona
739,Ándele Santa Fe,318,4.5,Santa Fe Nou Mèxic 6 Barcelona,Barcelona
740,Casa Dario,268,4.0,Consell de Cent 256 Barcelona,Barcelona
741,Volta al Món,554,4.5,Carrer  Muntaner 51 Barcelona,Barcelona
742,Forn Mistral,211,4.5,Ronda Sant Antoni 96 Barcelona,Barcelona
743,La Cala Barceloneta,149,5.0,Carrer de l Escar 18 Barcelona,Barcelona
744,Kobuta Ramen i més,113,4.5,Carrer de Súria 6  Barcelona,Barcelona
745,Nobu Barcelona,70,4.0,Avinguda de Roma 2 4  Barcelona,Barcelona
746,Sartoria Panatieri Gràcia,206,4.5,Carrer de l Encarnació 51  Barcelona,Barcelona
747,Bravo,608,3.5,Placa de la Rosa del Vents 1 Barcelona,Barcelona
748,La Vermuterie,263,4.0,Carrer  Muntaner 212  Barcelona,Barcelona
749,Bilbao Restaurante,359,4.0,Carrer Perill 33  Barcelona,Barcelona
750,Xup Xup Restaurant,877,4.0,Paseo Marítimo de la Barceloneta S N Barcelona,Barcelona
751,Restaurante Somorrostro,1272,4.0,Carrer de Sant Carles 11 Barcelona,Barcelona
752,Carlota Restaurant,281,4.0,Carrer  París 168 Barcelona,Barcelona
753,La Taberna Griega,231,3.5,Torrent De L olla 123 Barcelona,Barcelona
754,La Adelita Botanero,237,4.5,Carrer de Muntaner 100  Barcelona,Barcelona
755,La Vinateria del Call,882,4.5,Carrer  Salomó Ben Adret 9  Barcelona,Barcelona
756,Kurz & Gut,566,3.0,Moll d Espanya 5 Barcelona,Barcelona
757,El Jardi de L'apat,257,3.0,Albert Llanas 2 Barcelona,Barcelona
758,Restaurante Vivanda,419,4.0,Major de Sarria 134 Barcelona,Barcelona
759,Kyoka,311,4.0,Via Augusta 268 Barcelona,Barcelona
760,VENUS Delicatessen Barcelona,552,4.0,Carrer Avinyo 25  Barcelona,Barcelona
761,Blau BCN,256,4.0,Carrer  Londres 89 Barcelona,Barcelona
762,Restaurante El Reloj,404,4.0,Vía Laietana 40 Barcelona,Barcelona
763,Galeria Cosmo,421,4.0,Enric Granados 3 Barcelona,Barcelona
764,Restaurante China Crown Barcelona,51,4.5,Carrer  Casp 48  Barcelona,Barcelona
765,Croq & Roll,227,4.5,Travessera de Gràcia 233 Barcelona,Barcelona
766,El Tap,286,4.5,08029  Barcelona,Barcelona
767,Quinoa Bar Vegetarià,447,4.5,Travessera de Gràcia 203 Barcelona,Barcelona
768,El Desvan,188,4.5,Gran Via de les Corts Catalanes 453 Barcelona,Barcelona
769,El Casal,986,4.5,Placa Victor Balaguer 5  Barcelona,Barcelona
770,Garage Beer Co,378,4.5,Carrer De Consell De Cent 261 Barcelona,Barcelona
771,La Strada Pizza Barcelona,110,4.5,Vila y Vila Num 48  Barcelona,Barcelona
772,La Cereria,285,4.5,Baixada de Sant Miquel 3 Barcelona,Barcelona
773,Pastisseria Lis Barcelona - Pere Camps,13,4.5,Carrer de La Riera Alta 19 Barcelona,Barcelona
774,Ekubo',128,4.5,Comte d Urgell 108 Barcelona,Barcelona
775,Kynoto Sushi Bar,224,4.5,Carrer  Correu Vell 8   Barcelona,Barcelona
776,Bar Lafuente,178,4.0,Gran Via De Les Corts Catalanes 931  Barcelona,Barcelona
777,Mishima Sushi Bar,190,4.0,Carrer Dr fleming 25 Barcelona,Barcelona
778,Takenori Mito Daruma,156,4.5,Carrer  Villarroel 237  Barcelona,Barcelona
779,Artespañol Paella & Tapas,1139,4.0,Carrer  Provenca 271  Barcelona,Barcelona
780,Viena Ronda Sant Pere,376,4.0,Ronda de Sant Pere 11 Barcelona,Barcelona
781,Pizzeria Da Nanni BORN,279,4.5,Carrer del Rec 30  Barcelona,Barcelona
782,Restaurante Mi Rincon,198,4.5,Avenida Diagonal 303  Barcelona,Barcelona
783,La Penela,114,4.5,Carrer de a Pau Claris 97 Barcelona,Barcelona
784,Roast Club Specialty Coffee Roasters,348,5.0,Carrer Valencia 190  Barcelona,Barcelona
785,Mustà Shawarma,113,4.5,Mozart 4  Barcelona,Barcelona
786,The Ranch Smokehouse,174,4.5,Ronda Universitat 20  Barcelona,Barcelona
787,Madame,262,4.5,Robador 22 Barcelona,Barcelona
788,Restaurante Tram Tram,233,4.5,Major de Sarrià 121  Barcelona,Barcelona
789,"Pizzeria Focacceria Toscana ""Pizza al Taglio""",570,4.5,Carrer  Ferran 41  Barcelona,Barcelona
790,Pla Restaurant,1449,4.5,Carrer  Bellafila 5 Barcelona,Barcelona
791,A33 Pizzeria,114,5.0,Carrer de Manso 22  Barcelona,Barcelona
792,El Cocinero de Damasco,137,4.5,Templers 2 corner with Palau Barcelona,Barcelona
793,Pasta Madre,406,4.5,Carrer Dels Tallers 3 Barcelona,Barcelona
794,Restaurant Reñé,607,4.0,Consell de Cent 362 Barcelona,Barcelona
795,Can Vador Illa Diagonal,242,4.0,Carrer  Deu i Mata 69  Barcelona,Barcelona
796,"San Pedrito, Restaurante Y Licoreria",129,4.5,Carrer de la Fusina  Barcelona,Barcelona
797,La Carioca,229,4.5,Plaça de Pau Vila  Barcelona,Barcelona
798,Cafés El Magnifico,331,4.5,Carrer de l Argenteria 64 Barcelona,Barcelona
799,Can Valles,896,4.5,Carrer d Arago 95  Entre Calabria y Rocafort Barcelona,Barcelona
800,Escriba,1833,4.5,Rambla de les Flors 83 Barcelona,Barcelona
801,Mariscco Còrsega,1070,4.0,Carrer  Corsega 272  Barcelona,Barcelona
802,Xurreria Dels Banys Nous,642,4.5,Carrer dels Banys Nous 8  Barcelona,Barcelona
803,ELS TRES PORQUETS,395,4.0,RAMBLA DEL POBLENOU 165 Barcelona,Barcelona
804,Bruc33Tapas,1085,4.0,Carrer  Bruc 33 Barcelona,Barcelona
805,Ugarit Joanic,190,4.5,Carrer  Bruniquer 69 Barcelona,Barcelona
806,La Deliciosa,2025,4.5,Paseo Marítimo de Barceloneta S N  Barcelona,Barcelona
807,En Diagonal Bar,731,4.5,Avenida Diagonal 310 Barcelona,Barcelona
808,El Xiringo,388,4.5,Cr  Sant Carles no23  Barcelona,Barcelona
809,Itapa Boqueria,1499,2.5,La Rambla 98  Barcelona,Barcelona
810,Arrosseria Las Arenas,1757,4.5,Carrer de Llanca 15 21 Barcelona,Barcelona
811,DonCurado Tasting Barcelona,357,4.0,Rambla Del Poblenou 125 Barcelona,Barcelona
812,"La Tagliatella Plaça Catalunya, Barcelona",260,3.5,Ronda de la Universitat 31 Barcelona,Barcelona
813,Restaurant Cátedra,254,4.5,Via Laietana Nº 5  Barcelona,Barcelona
814,La Tinaja,355,4.5,Carrer de L esparteria 9 Barcelona,Barcelona
815,Il Duomo & La Mole,109,4.5,Plaza Mossen Clapes 14  Barcelona,Barcelona
816,Habana Vieja Restaurante Cubano,219,4.5,Banys Vells 2 Barcelona,Barcelona
817,Spice Cafe,307,4.5,Carrer  Margarit 13 Barcelona,Barcelona
818,L'Osteria del Contadino,199,4.5,Carrer  Saragossa 123 Barcelona,Barcelona
819,PIZZERIA LA NOVA FONTANA,175,4.5,Santjoanistes 6  Barcelona,Barcelona
820,CentOnze Restaurante,702,4.0,Ramblas 111  Barcelona,Barcelona
821,Bar Ramon,338,4.0,Carrer del Comte Borrell 81 Barcelona,Barcelona
822,Can Boneta,270,4.5,Carrer  Balmes 139 Barcelona,Barcelona
823,Kailash Restaurante Tibetano,136,4.5,Carrer de Roger de Llúria  Barcelona,Barcelona
824,Sushifresh,217,4.0,Europa 24 Barcelona,Barcelona
825,Terraza Ohla Barcelona,79,3.5,Via Laietana 49 Barcelona,Barcelona
826,Creps al Born,641,4.5,Passeig del Born 12 Barcelona,Barcelona
827,b Restaurant,143,5.0,Carrer Rosselló 24  Barcelona,Barcelona
828,Thai Spicy Restaurante,194,4.5,Carrer Comte Borrell 188 Barcelona,Barcelona
829,H1898,311,4.5,Carrer  La Rambla 109 Barcelona,Barcelona
830,Pizza Pazza,657,4.5,Carrer Ample 44  Barcelona,Barcelona
831,Narciso,294,5.0,Carrer  Princesa 9  Barcelona,Barcelona
832,Ca La Nuri,577,3.5,Consell de Cent 377 Barcelona,Barcelona
833,Timesburg Sants,261,4.0,Carrer  Moianes 75  Barcelona,Barcelona
834,The Rooftop at Sir Victor,167,5.0,Carrer del Rosselló 265 Barcelona,Barcelona
835,Mimo's Born,417,4.5,Plaça de Jacint Reventós  Barcelona,Barcelona
836,La Panxa del Bisbe,622,4.5,Torrent de Les Flors 158  Barcelona,Barcelona
837,Restaurante Japones Ogura,341,3.5,Napols 189  Barcelona,Barcelona
838,Dolceria De La Colmena,340,4.5,Plaça De l Àngel 12  Barcelona,Barcelona
839,Samoa,637,3.5,Passeig de gràcia 101  Barcelona,Barcelona
840,La Taguara Areperia,282,4.0,Carrer Del Rec 10 Barcelona,Barcelona
841,Gallo Nero,377,5.0,Carrer de Jaume I 3 Barcelona,Barcelona
842,Obe Restaurant,345,4.5,Placa de Santa Caterina 1  Barcelona,Barcelona
843,Petit Bangkok,175,4.5,Carrer de Balmes 106 Barcelona,Barcelona
844,Abasolo Etxea,172,4.5,Carrer de Marià Cubi 190 Barcelona,Barcelona
845,Futballarium Barcelona,547,4.5,Carrer de Benavent 7   Barcelona,Barcelona
846,Tonkotsu Ramen & Asían street food,257,3.5,Valencia290 Barcelona,Barcelona
847,Kimchi Mama,154,5.0,Callao 12  Barcelona,Barcelona
848,Napoli Prima e Dopo,259,4.0,Carrer  Villaroel 255 Barcelona,Barcelona
849,Paral·lelo,177,5.0,Carrer  Seneca 18  Barcelona,Barcelona
850,Restaurante Sannin,107,4.5,Carrer de l Encarnació 44 Barcelona,Barcelona
851,Futami,168,4.5,Enric Granados 10 Barcelona,Barcelona
852,Ken Restaurante,230,4.0,Benet Mateu 53 Barcelona,Barcelona
853,Panqa Barcelona,133,4.5,Sepulveda 76 Barcelona,Barcelona
854,Bodega Colibri,408,4.5,Joan de Borbó 6 Barcelona,Barcelona
855,Òstàia Cucina Italiana,271,4.5,Carrer  Aribau 58  Barcelona,Barcelona
856,La Caleta Burger,189,5.0,Rambla del Raval 18 Barcelona,Barcelona
857,Pla de la Garsa,394,4.5,Carrer dels Assaonadors 13 Barcelona,Barcelona
858,Taco Alto Raval,250,4.5,Rambla del Raval 2 Bis Barcelona,Barcelona
859,Ca L´Andreu,331,4.5,Carrer Del Bou De Sant Pere 13  Barcelona,Barcelona
860,Lamun Cuina Thai,208,4.5,Carrer De Viladomat 73  Barcelona,Barcelona
861,Pappa Sven,232,4.5,Carrer de Villarroel 22 Barcelona,Barcelona
862,Vioko,314,4.5,Passeig de Joan De Borbo 55 Barcelona,Barcelona
863,Restaurante Di Como Bcn,128,4.5,Muntaner 231  Barcelona,Barcelona
864,Tasca I Vins,324,3.5,Carrer Diputació 304 Barcelona,Barcelona
865,Maccaroni,597,4.5,Carders 6 Barcelona,Barcelona
866,Pizzeria L'Antica Napoli,109,4.5,Carrer de la Concordia 53  Barcelona,Barcelona
867,Koska Taverna,183,4.5,Blai 8  Barcelona,Barcelona
868,DOP Restaurante,217,4.0,Via Augusta 201 Barcelona,Barcelona
869,Piras Braseria,233,4.0,Carrer  montseny 10  Barcelona,Barcelona
870,Bormuth,1271,4.0,Carrer Rec 31  Barcelona,Barcelona
871,Restaurant Hindú Shanti,254,4.0,Carrer  Agustina Saragossa 3 5  Barcelona,Barcelona
872,Portal De La Pau,925,4.5,Plaça Portal de la Pau 4 Barcelona,Barcelona
873,La Luna,835,4.5,Carrer Abaixadors 10 Barcelona,Barcelona
874,La Taberna del Eixample Venezolanos,157,4.5,Gran via de les corts catalanes 688 Barcelona,Barcelona
875,La Lubina,325,4.5,Carrer  Viladomat 257  Barcelona,Barcelona
876,Restaurante Balmes Marisquería,180,4.5,Carrer de Balmes 413 Barcelona,Barcelona
877,Restaurante Nogal,866,4.0,Carrer De La Diputació 412 Barcelona,Barcelona
878,Xiloka,437,5.0,Carrer  Cabanes 22 Barcelona,Barcelona
879,Restaurante Loto,155,5.0,Carrer  del Call 17  Barcelona,Barcelona
880,Paisano Bistró,875,5.0,Carrer Lepant 277 Barcelona,Barcelona
881,Locavore Barcelona,128,5.0,Carrer D aribau 151 Barcelona,Barcelona
882,Kawamura,137,4.5,Carrer  Arago 217 Barcelona,Barcelona
883,ChichaLimoná,517,4.0,Passage Sant Joan 80  Barcelona,Barcelona
884,Caj Chai,273,4.5,Carrer  Salomó Ben Adret 12  Barcelona,Barcelona
885,Na Mindona Restaurant,113,4.5,Carrer Riereta 8 Barcelona,Barcelona
886,El Chigre 1769,503,4.5,Carrer dels Sombrerers 7 Barcelona,Barcelona
887,Las Sorrentinas,303,4.5,Pl  Sant Pere 5 Barcelona,Barcelona
888,La Cuina de Laietana,467,4.5,Via Laietana 71  Barcelona,Barcelona
889,Swad - The Indian Restaurant,359,4.5,Carrer Sancho de Avila 167 171  Barcelona,Barcelona
890,Restaurante La Perla BCN,185,4.5,Carrer  Paseo de la exposición 62 Barcelona,Barcelona
891,Equilibri Bcn,280,4.5,Carrer de Sardenya 404 Barcelona,Barcelona
892,Kame House Kitchen BCN,203,4.5,Carrer d Enric Granados 14 Barcelona,Barcelona
893,El Laurel,213,4.5,Carrer FLORIDABLANCA 140 Barcelona,Barcelona
894,Cachaca Restaurante,339,4.5,Carrer  Ataulf 5 Barcelona,Barcelona
895,La Come Dia,291,4.5,Carrer de la Franca Xica 15 Barcelona,Barcelona
896,Opera Samfaina,478,3.5,La Rambla 51  Barcelona,Barcelona
897,Empire Barcelona,71,4.0,Moll de Gregal 25 Barcelona,Barcelona
898,Cèntric,437,4.5,Carrer de les ramelleres 27 Barcelona,Barcelona
899,Catacroquet,369,3.5,Carrer Almogavers 211  Barcelona,Barcelona
900,Via dei Mille,280,4.0,Arago 364  Barcelona,Barcelona
901,La Vinoteca Torres,739,4.0,Passeig de Gracia 78 Barcelona,Barcelona
902,La cuchara del norte,213,4.0,Carrer Viladomat 197 Barcelona,Barcelona
903,Restaurante Brasería Los Cachitos,477,4.0,Ronda Sant Pau 4 Barcelona,Barcelona
904,L'altre Caliu,82,4.5,Carrer  Lluca 11  Barcelona,Barcelona
905,Artisa,1322,4.5,Carrer de Colom 2 Barcelona,Barcelona
906,Purobeach Barcelona,158,3.5,Passeig del Taulat 262 264 Barcelona,Barcelona
907,Cinc Sentits,1008,4.5,Entenza 60  Barcelona,Barcelona
908,Restaurant B-ONE Palau del Mar,673,4.0,Place de Pau Vila 1 Barcelona,Barcelona
909,Club de L'empanada,209,4.5,Carrer  Dagueria 7  Barcelona,Barcelona
910,Merce Vins,245,4.5,Carrer Amargós 1  Barcelona,Barcelona
911,Pizzeria Da Nanni Tallers,151,5.0,Carrer Tallers 72  Barcelona,Barcelona
912,Un gelato per te,201,5.0,Carrer de Sant Felip Neri 1  Barcelona,Barcelona
913,Tast-Ller,841,4.5,Carrer  Viladomat 137  Barcelona,Barcelona
914,Komo en Kasa,149,4.5,Carrer de Joaquin Costa 3  Barcelona,Barcelona
915,Basilea,105,4.5,Carrer de Sant Antoni Maria Claret 211 Barcelona,Barcelona
916,Txapela Paseo de Gracia - Aragón,508,3.5,Paseo de Gracia 58  Barcelona,Barcelona
917,Ikibana Borne,929,4.0,Passeig Picasso 32 Barcelona,Barcelona
918,Restaurante Xix Kebab,123,4.5,Corsega 193 Barcelona,Barcelona
919,Txapela,792,3.5,Plaça  Catalunya 8 Barcelona,Barcelona
920,Chiringuito Las Sardinitas,460,3.5,Avinguda Litoral 36 Barcelona,Barcelona
921,Restaurante Pau Claris 190,875,4.5,Pau Claris 190  Barcelona,Barcelona
922,Flexbowls,48,4.5,Diputacion 289  Barcelona,Barcelona
923,Piu Restaurants,589,3.5,Gran Via De Les Corts Catalanes 633 Barcelona,Barcelona
924,Casa Jaime,473,4.0,Consell de Cent 222 Barcelona,Barcelona
925,ASKADINYA,321,4.0,Carrer  Verdi 28  Barcelona,Barcelona
926,Bambarol,885,4.5,Carrer Santalo 21  Barcelona,Barcelona
927,Vegetalia Gotico,1614,4.5,Escudellers 54 Barcelona,Barcelona
928,A Casa Mia Trattoria,215,4.5,Carrer  Maria Cubi 96 Barcelona,Barcelona
929,Santa Tapa Barcelona,161,4.0,Carrer  de la Piedad 8  Barcelona,Barcelona
930,Bardeni - Caldeni,184,4.5,Valencia 454  Barcelona,Barcelona
931,Restaurante Quixote,229,4.0,Consell de Cent 314 Barcelona,Barcelona
932,Vi Negre,328,4.0,Carrer Guilleries 17 Barcelona,Barcelona
933,Rabipelao Gracia,230,4.0,Carrer  Torrent D en Vidalet 22 Barcelona,Barcelona
934,O' Principe,315,4.0,Carrer de Pujades 209  Barcelona,Barcelona
935,La Caleta de Gracia,283,4.0,Carrer Torrent de L Olla 121  Barcelona,Barcelona
936,Samsara,303,4.0,Terol 6 Barcelona,Barcelona
937,Al Passatore,420,3.5,Pla Palau No  8  Barcelona,Barcelona
938,Mosquito,1345,4.0,Carders 46 Barcelona,Barcelona
939,Macchina Pasta Bar,755,4.5,Asturies 17  Barcelona,Barcelona
940,La Cazuela Barcelona,21,4.5,Tucumán 28  Barcelona,Barcelona
941,Lamian Barcelona,23,4.5,Carrer Diputacio 294  Barcelona,Barcelona
942,Cheese's Art,377,3.5,Carrer  Enric Granados 13 Barcelona,Barcelona
943,LA BONA SORT,891,3.5,Carrer Carders N  12  Barcelona,Barcelona
944,Onofre,303,4.5,Magdalenes 19 Barcelona,Barcelona
945,Horchatería La Valenciana,106,4.5,Aribau 16 Barcelona,Barcelona
946,O.G.G.I. Gelato,409,5.0,Carrer Comtal 15  Barcelona,Barcelona
947,Romantico Restaurant,26,4.5,Av  de Sarrià 17 Barcelona,Barcelona
948,Xoxo Barcelona,36,4.5,Carrer de la Riera de Sant Miquel 69 Barcelona,Barcelona
949,Eroica Caffe Barcelona,60,4.5,Consell de Cent 350 Barcelona,Barcelona
950,"La Tagliatella C.C. Las Arenas, Barcelona",490,3.5,Carrer  Gran Vía de les Corts Catalanes 373 385 Barcelona,Barcelona
951,Creps Barcelona,92,4.0,Enric Granados 38 Barcelona,Barcelona
952,Bar Azul Barcelona,62,4.0,Carrer de Corsega 691 Barcelona,Barcelona
953,Veg World India,426,4.5,Carrer de Bruniquer 24 Barcelona,Barcelona
954,Sabor Persa,259,4.5,Carrer  Valencia 210  Barcelona,Barcelona
955,"La Maroteca, Restaurant de Peix Salvatge",139,4.5,Carrer  Aribau 37 Barcelona,Barcelona
956,Sweetaly Barcelona,71,5.0,Ronda de Sant Pau 39  Barcelona,Barcelona
957,Kserol,378,4.5,Carrer de Nàpols 182  Barcelona,Barcelona
958,Can Pizza,105,4.5,Passatge SImó 21 Barcelona,Barcelona
959,Chihuahua restaurant,286,4.0,Passeig de Maragall 107 Barcelona,Barcelona
960,La Cava Cakery,183,5.0,Psg  Sant Joan 111  Barcelona,Barcelona
961,L'Olivé,719,4.0,Balmes 47  Barcelona,Barcelona
962,De Tapa Madre,1080,4.0,Mallorca 301 Barcelona,Barcelona
963,La Polpa,538,4.0,Enrique Granados 69 Barcelona,Barcelona
964,"83,3 Terrace Bar",150,4.5,Passeig de Gràcia 84 Barcelona,Barcelona
965,Single Fin Sagrada Familia Poke Gourmet,128,5.0,Carrer de Sicília 294 Barcelona,Barcelona
966,The Clock Terrace,66,4.5,Plaza España 6 8 Barcelona,Barcelona
967,Una Mica De Japó,197,4.5,Carrer d Aragó 104  Barcelona,Barcelona
968,Gula Bar,116,4.5,Carrer del Dr  Rizal 20 Barcelona,Barcelona
969,Tribo Sushi & Cocktails,119,4.5,Enrique Granados  Barcelona,Barcelona
970,Zenith Brunch & Cocktails,587,5.0,Gran Via de les Corts Catalanes 633 Barcelona,Barcelona
971,El Brunch del Majestic,171,4.5,Paseo de Gracia 68  Barcelona,Barcelona
972,Kook,591,4.5,Passeig Sant Joan 85  Barcelona,Barcelona
973,San Kil,108,4.5,Legalitat 22 Barcelona,Barcelona
974,Capet,264,4.5,Cometa 5 Barcelona,Barcelona
975,Goiko - Aribau 113,289,3.5,Aribau 113  Barcelona,Barcelona
976,PUMMAROLA PIZZERIA NAPOLETANA,239,4.5,Ronda de Sant Pau 59  Barcelona,Barcelona
977,Momo Avinyó,1908,4.5,Carrer Avinyo 39 Barcelona,Barcelona
978,Masala 73 Curry Bar,166,4.5,Muntaner 152  Barcelona,Barcelona
979,La Trocadero,236,4.5,Marina 269  Barcelona,Barcelona
980,Restaurante Bonanova,194,4.0,Sant Gervasi de Cassoles 103 Barcelona,Barcelona
981,Dunnes Irish Bar Barcelona,663,4.0,Via Laietanna 19 Barcelona,Barcelona
982,Hula Poke Food - URQUINAONA,99,4.5,Carrer d  Ausias Marc 4  Barcelona,Barcelona
983,Bendito pecado,84,4.5,Carrer del Comerç 8  Barcelona,Barcelona
984,Edén Napoletano,127,4.5,Carrer de la Diputació 197 Barcelona,Barcelona
985,Piazza Grande,222,4.5,Plaza Julio Gonzalez 10 Barcelona,Barcelona
986,GOLIARD,320,4.5,Carrer PROGRES 6 Barcelona,Barcelona
